"sex","aage","AJBHRS","ancars","avote","aregion","ajbstat","ajbterm","ahhsize","atenure","afihhyr"
2,27,40,"0","6","1","2","1","1","3",14567.9736328125
2,22,37,"1","3","15","2","3","2","7",12179.138671875
2,39,26,"2","2","3","2","1","5","6",27889.224609375
2,68,16,"1","3","3","2","1","2","6",6757.0737304688
2,28,36,"1","2","1","2","1","3","2",51967.03125
1,48,37,"2","3","4","2","1","2","1",31726.345703125
1,18,35,"0","2","12","2","1","4","2",24999.908203125
2,32,10,"1","1","14","2","1","4","2",10022.18359375
1,37,37,"2","2","11","2","1","4","2",28982.30078125
2,16,6,"2","1","3","6","2","4","2",16170.47265625
1,33,39,"1","2","4","2","1","4","2",15840.18359375
2,17,40,"0","2","18","9","3","6","3",10861.01171875
1,65,16,"0","2","3","2","1","3","3",24504.46484375
2,48,28,"3","1","8","2","1","4","2",39452.6484375
1,46,39,"2","2","8","2","1","4","2",15699.8427734375
2,57,6,"3","1","14","2","1","3","1",13731.927734375
1,44,38,"2","1","7","2","1","2","2",15177.2783203125
2,32,38,"1","3","18","2","1","4","2",40949.859375
2,35,35,"1","5","1","2","1","2","2",34559.84375
1,53,40,"1","1","3","2","1","3","1",19692.212890625
1,23,37,"0","1","1","2","1","1","5",25838.078125
1,51,40,"2","3","4","2","1","3","2",33321.85546875
2,19,9,"0","4","18","2","1","2","7",7721.5576171875
1,32,38,"1","2","10","2","1","4","2",21093.86328125
2,44,35,"1","10","6","2","1","3","1",18622.54296875
1,21,40,"2","1","3","2","1","3","2",29486.791015625
1,54,37,"2","1","14","2","1","2","2",39659.41796875
1,28,43,"1","1","16","2","1","3","2",15197.0126953125
2,56,37,"1","6","17","2","1","2","2",29910.8515625
2,22,37,"2","10","9","2","1","3","3",46357.56640625
1,19,40,"2","10","4","2","1","5","3",30846.77734375
2,38,5,"1","2","16","2","1","1","3",259.8999938965
2,17,18,"2","11","5","2","2","3","2",10008.7060546875
1,25,37,"2","1","11","2","1","5","2",17346.5390625
1,43,38,"2","2","17","2","1","4","2",32120.58984375
1,30,45,"1","1","3","2","1","3","1",13291.833984375
1,52,37,"2","2","13","2","1","2","2",32978.83984375
2,18,7,"2","2","17","2","1","4","1",33776.53515625
1,42,36,"1","1","2","2","1","5","2",30971.65625
2,51,37,"2","2","11","2","1","3","2",46570.23046875
2,54,15,"1","2","13","2","1","3","3",23318.42578125
2,31,40,"1","1","17","2","1","5","2",23356.0234375
1,38,40,"2","1","2","2","1","4","2",41084.5859375
2,50,34,"2","1","6","2","1","3","1",22776.126953125
1,30,37,"1","1","16","2","1","2","2",29243.080078125
2,49,37,"2","1","8","2","1","2","2",20766.6484375
2,20,15,"0","2","18","6","2","3","7",6193.546875
1,36,39,"1","1","3","2","1","3","2",44459.3984375
1,36,40,"2","10","8","2","1","3","2",24760.943359375
2,43,40,"1","2","9","2","1","3","2",19260.123046875
2,45,33,"2","1","13","2","2","3","2",50253.6171875
1,60,2,"2","3","6","2","1","2","2",46199.171875
1,25,39,"1","10","17","2","1","3","2",11859.5234375
2,49,30,"0","10","6","2","1","2","3",2830.4125976563
1,55,39,"2","1","11","2","1","2","2",11574.3291015625
2,30,23,"1","8","18","2","1","3","2",16390.1953125
1,36,39,"1","1","3","2","1","3","2",11910.1962890625
1,48,39,"1","2","5","2","1","2","6",7786.0830078125
2,51,30,"1","1","7","2","1","2","2",17741.51953125
1,40,39,"1","2","17","2","1","1","2",14680
1,43,39,"1","3","3","2","1","2","4",30748.572265625
1,47,35,"2","2","3","2","1","4","2",29005.234375
2,46,38,"1","2","12","2","1","1","2",6360
2,51,22,"3","1","8","2","1","3","1",34401.80078125
2,45,9,"2","1","8","2","1","4","2",24205.578125
2,41,38,"2","1","11","2","1","4","2",36630.953125
1,23,37,"1","4","18","2","1","2","2",14585.54296875
1,48,45,"2","1","6","2","1","3","1",17225.697265625
1,33,39,"2","3","8","2","1","3","1",22408.720703125
2,26,35,"2","1","3","2","1","2","2",19984.318359375
2,21,12,"1","2","18","6","2","4","2",37988.69921875
2,40,34,"1","2","18","2","1","4","3",21728.66015625
1,51,40,"2","1","10","2","1","3","1",38359.28125
2,36,30,"2","2","16","2","1","4","2",22296.0546875
2,32,12,"0","2","1","2","1","3","3",6912.5639648438
1,43,50,"2","1","3","2","1","5","2",43886.19921875
1,56,42,"3","10","14","2","1","4","1",24641.041015625
1,34,42,"2","6","3","2","1","2","2",24014.58984375
1,46,40,"1","2","8","2","1","4","1",28765.19140625
1,60,44,"1","2","3","2","1","2","2",17629.376953125
1,17,12,"3","11","3","2","1","4","2",30624.984375
1,48,40,"2","10","8","2","1","2","2",24493.529296875
2,41,38,"3","1","3","2","1","3","2",42339.6796875
2,53,35,"2","2","3","2","1","2","1",26628.4921875
2,43,20,"1","1","3","2","1","3","2",25514.8515625
1,25,39,"1","3","14","2","1","2","2",21277.400390625
2,48,8,"1","2","2","5","1","4","2",47619.30078125
2,63,14,"1","1","7","2","1","2","1",11983.375
1,45,41,"1","1","13","2","1","2","2",22123.173828125
1,42,40,"0","2","3","2","1","2","2",10777.7880859375
1,37,40,"2","4","18","2","1","4","2",24214.6171875
1,45,39,"0","2","10","2","1","3","4",13936.2890625
2,33,50,"2","1","11","2","1","3","2",27081.046875
1,24,40,"1","1","16","2","1","2","2",13744.767578125
1,23,39,"1","2","15","2","1","2","2",17395.0703125
2,37,35,"1","2","11","2","1","5","2",19995.93359375
1,37,37,"2","1","6","2","1","1","1",20468.314453125
1,22,38,"1","2","4","2","1","2","2",25510.0390625
1,29,37,"1","1","3","2","1","6","2",15895.771484375
1,37,40,"1","1","4","2","1","1","5",21740.94140625
1,20,39,"2","5","17","2","1","4","2",29579.984375
1,50,39,"2","10","3","2","1","2","6",28381.279296875
1,44,37,"2","3","6","2","1","6","2",27816.32421875
2,55,41,"2","1","3","2","1","2","1",46806.00390625
2,31,35,"0","2","9","2","3","3","2",21258.3046875
1,62,39,"1","2","16","2","1","2","2",18275.78125
2,44,20,"1","2","10","2","1","5","2",10349.1103515625
1,24,37,"2","2","9","2","1","2","2",32572.79296875
2,46,32,"1","1","2","2","1","4","2",44392.125
1,46,37,"1","1","5","2","1","4","2",16323.45703125
2,25,38,"1","1","18","2","1","2","2",32303.515625
2,17,35,"1","11","2","2","1","4","3",13448.318359375
2,55,42,"1","2","3","2","1","2","1",29144
1,47,39,"1","1","3","2","1","2","6",15016.7236328125
2,37,5,"1","2","7","2","1","5","2",25885.416015625
2,20,37,"2","1","3","2","1","5","2",32706.171875
1,46,39,"1","2","9","2","1","4","2",22288.515625
1,32,40,"2","1","10","2","1","4","2",29846.09765625
2,37,38,"2","1","3","2","1","3","2",32864.47265625
1,36,39,"1","10","16","2","1","4","2",21094.927734375
1,26,45,"1","1","4","2","1","3","2",16347.4150390625
1,17,30,"2","2","3","6","2","4","2",30576.5
2,57,37,"1","2","18","2","1","2","3",13368.19921875
2,24,24,"0","2","18","2","1","4","7",28671.83203125
2,18,8,"3","3","3","6","1","6","2",46265.1875
2,41,15,"2","1","14","2","1","4","2",22698.7109375
1,27,45,"1","6","1","2","2","2","7",7780.775390625
1,38,37,"1","2","11","2","1","5","2",19995.93359375
1,23,40,"2","10","9","2","3","2","2",23792.314453125
1,32,35,"1","1","18","2","1","2","1",27363.5
1,40,37,"2","1","3","2","1","4","2",17937.888671875
2,30,25,"2","1","6","2","1","2","2",31193.84375
2,21,15,"0","2","7","2","1","2","3",4154.0810546875
1,33,35,"0","2","18","2","1","1","2",18666.736328125
2,36,11,"2","3","8","2","1","5","2",18116.119140625
1,52,38,"1","2","3","2","3","4","2",25307.30859375
2,26,50,"1","3","11","2","1","2","2",13735.220703125
2,48,36,"2","1","2","2","1","2","2",41524.390625
2,17,4,"2","11","4","6","1","3","2",16709.89453125
2,54,37,"2","3","6","2","1","2","2",46199.171875
1,24,37,"2","1","3","2","1","2","2",38747.578125
1,33,39,"1","2","15","2","1","1","2",16640
1,43,50,"2","2","14","2","1","5","2",22115.828125
1,26,39,"1","2","12","2","1","3","2",20991.16796875
2,44,16,"2","1","3","2","1","4","2",37149.0625
2,42,16,"1","2","2","2","1","4","2",14563.73828125
2,32,11,"1","3","1","2","1","5","2",24304.765625
1,52,42,"1","2","18","2","1","4","2",37988.69921875
1,48,45,"1","2","1","2","1","2","2",39023.75
2,35,15,"1","1","9","2","1","4","2",26386.7578125
1,18,45,"3","10","14","2","1","3","1",13731.927734375
1,17,39,"1","11","10","2","3","5","2",10349.1103515625
2,25,35,"2","1","7","2","1","3","2",41858.94921875
1,44,39,"1","1","16","9","3","6","3",7019.03125
1,21,50,"3","1","13","2","1","5","2",41258.86328125
1,56,35,"2","1","7","2","1","2","1",12500.939453125
1,25,39,"1","1","3","2","1","4","2",7875.44921875
2,40,20,"3","2","11","2","1","4","5",37928.91796875
1,53,40,"1","1","17","2","1","1","1",36615.703125
2,38,38,"1","1","8","2","1","2","3",29642.37890625
1,45,35,"1","2","2","2","1","4","2",37678.3515625
2,53,33,"0","2","18","2","1","2","2",14157.9853515625
1,48,97,"2","1","3","2","1","3","2",29110.357421875
2,47,20,"1","1","4","2","1","2","2",6800
2,36,38,"0","2","1","2","2","1","4",15600
1,25,39,"1","7","15","2","1","4","3",14643.1513671875
2,30,9,"1","1","3","5","1","4","3",16403.279296875
2,27,37,"1","1","14","8","1","2","2",21852.6640625
1,27,37,"1","10","4","2","1","1","2",6480.3427734375
2,22,37,"3","1","8","2","1","4","2",39452.6484375
1,24,40,"2","1","16","2","1","4","6",9112.3115234375
1,29,40,"1","1","6","2","1","1","2",19213.599609375
2,21,39,"0","8","7","2","1","3","4",14683.23828125
2,47,36,"0","2","3","2","1","3","1",15816.0439453125
2,18,8,"2","8","12","2","1","5","2",29094.095703125
2,18,35,"2","10","3","2","1","5","2",31310.103515625
1,51,40,"2","2","11","2","1","3","2",46570.23046875
1,52,55,"1","2","9","2","1","1","3",4171.4282226563
2,41,35,"1","10","2","2","1","2","2",29843.310546875
2,61,37,"2","1","5","2","1","2","1",36459.03515625
1,43,40,"1","2","2","2","1","4","2",14563.73828125
1,18,40,"1","6","3","2","1","2","2",10164.107421875
1,34,39,"1","2","4","2","1","4","2",18146.609375
2,41,8,"3","2","3","2","1","4","1",21895.08203125
1,29,37,"1","2","7","2","1","5","-9",62418.5625
1,17,20,"2","11","14","2","1","5","2",22115.828125
2,18,37,"2","1","6","2","1","4","2",19728.478515625
1,67,40,"2","8","4","2","2","2","1",15143.017578125
2,42,34,"2","1","3","2","1","3","2",58595.1484375
1,33,45,"2","10","3","2","1","5","2",16711.794921875
1,31,37,"1","2","4","2","1","4","2",14550.7890625
2,54,20,"3","1","7","2","1","3","2",34335.9296875
1,35,37,"1","2","5","2","1","1","2",13000
2,25,37,"1","1","11","2","1","4","2",19459.53125
2,47,17,"2","1","6","2","1","3","1",17225.697265625
2,24,37,"2","3","8","2","1","2","2",20766.6484375
2,53,22,"1","2","18","2","1","3","2",18005.80859375
2,18,35,"2","3","5","2","2","4","2",35354.02734375
2,30,40,"2","2","7","2","1","2","2",40502.328125
1,38,40,"1","3","6","2","1","4","2",16713.44921875
1,39,35,"2","3","18","2","1","2","2",53925.546875
1,53,45,"3","2","8","2","1","3","2",32132.40625
2,44,10,"1","1","7","2","1","4","2",27688.89453125
1,45,41,"1","2","5","2","1","2","1",14739.017578125
1,40,22,"1","3","17","2","1","4","3",9718.248046875
1,40,38,"1","2","8","2","1","4","2",26618.09375
2,49,20,"3","1","2","2","1","3","2",83564.5859375
1,21,42,"1","2","14","2","1","1","2",10390.0693359375
1,50,38,"2","3","7","2","1","4","6",36315.74609375
2,34,15,"1","3","3","2","1","2","2",4015.2001953125
1,47,39,"3","2","12","1","1","5","1",42352.56640625
1,35,48,"2","4","18","2","1","4","2",22072.279296875
1,48,37,"1","1","8","2","1","3","2",20370.041015625
2,27,37,"1","2","7","2","1","1","2",13762.6474609375
2,54,42,"2","2","1","2","1","3","2",53535.16015625
1,44,70,"1","1","4","2","1","3","2",36461.87890625
1,60,37,"2","1","3","2","1","3","3",16040.30859375
1,23,37,"1","2","7","2","1","2","1",16393.3046875
1,58,75,"2","1","16","2","1","2","2",22737.51171875
1,40,55,"2","1","3","2","1","4","2",47331.47265625
1,34,64,"1","1","14","2","1","1","7",31600.35546875
1,48,39,"2","2","18","2","1","3","3",28271.40625
1,45,37,"1","2","3","2","1","4","2",27225.279296875
2,30,35,"1","1","9","2","1","2","2",24781.140625
1,35,24,"2","2","6","3","2","3","2",22340.86328125
2,33,40,"1","2","7","2","1","5","3",14203.712890625
1,29,37,"1","10","3","2","1","1","2",26335.384765625
1,23,39,"3","1","13","2","1","2","1",13323.13671875
2,53,12,"2","1","3","2","1","3","1",19175.552734375
1,28,37,"2","3","6","2","1","4","2",15596.818359375
1,27,43,"2","1","6","2","1","2","2",39987.5
2,50,16,"1","3","13","2","1","4","2",21524.1640625
1,58,38,"1","2","17","2","1","2","1",12463.3154296875
1,17,39,"1","1","9","2","1","4","2",22288.515625
2,50,33,"3","1","2","2","1","3","1",25892.4921875
2,28,20,"1","2","12","2","1","4","2",20201.322265625
1,57,47,"3","1","3","2","1","4","2",61094.30078125
2,33,35,"1","2","3","2","2","5","2",20256.69921875
1,37,42,"1","1","11","2","1","4","2",18387.83984375
2,63,13,"1","2","17","2","1","2","1",8535.955078125
2,47,40,"1","10","2","2","3","2","3",75719.3359375
2,27,37,"1","1","6","8","1","2","6",19545.08203125
2,26,35,"3","1","7","2","1","3","2",34335.9296875
1,66,73,"0","2","3","2","1","1","3",17035.10546875
2,37,39,"1","1","3","2","1","3","2",49995.82421875
2,44,28,"1","10","3","2","1","3","1",11908.009765625
2,46,37,"1","3","16","2","1","3","2",39636.41015625
1,22,38,"3","2","16","2","1","4","2",24060.798828125
1,38,55,"2","1","16","2","1","5","2",16455.306640625
1,21,37,"2","1","4","2","1","3","6",28831.412109375
1,36,39,"1","1","10","2","1","2","2",16202.4228515625
2,67,5,"2","1","4","2","3","2","1",15143.017578125
1,38,37,"1","1","4","2","1","3","1",18545.33203125
2,48,38,"1","2","18","2","1","3","2",33074.06640625
2,26,12,"1","3","13","2","1","5","1",8335.76953125
1,26,36,"1","2","13","2","1","2","2",20769.97265625
1,61,35,"2","3","11","2","1","2","2",37584.53125
1,39,84,"0","8","18","2","1","4","3",33331.9453125
1,25,65,"3","10","3","2","1","3","2",39881.828125
2,43,32,"1","1","3","2","1","4","2",24233.5625
1,52,39,"1","10","9","2","1","1","6",9678.576171875
1,34,35,"1","1","3","2","1","5","2",20818.16796875
2,35,40,"1","3","7","2","1","5","2",24151.5546875
2,44,38,"2","1","4","2","1","3","2",16709.89453125
1,29,40,"2","1","14","2","1","4","2",15077.890625
1,34,39,"2","1","7","2","1","3","2",17508.77734375
2,67,20,"1","6","7","2","1","2","1",6948.7250976563
2,21,37,"3","1","8","2","1","3","2",20763.205078125
1,31,39,"1","1","16","2","1","3","2",13216.3017578125
2,39,28,"1","3","11","2","2","4","2",30455.11328125
2,45,5,"2","1","3","2","1","4","2",59786.74609375
1,27,35,"1","10","3","2","1","2","2",25668.642578125
2,40,40,"1","1","13","2","1","2","2",22123.173828125
2,38,40,"1","3","13","2","1","4","2",40675.9921875
1,52,28,"2","2","2","2","2","3","2",20703.55859375
1,24,40,"1","3","11","2","1","4","2",19459.53125
1,48,38,"2","1","1","2","1","4","2",40396.48046875
1,27,40,"3","2","3","2","1","4","2",34617.14453125
1,39,35,"1","1","9","2","1","3","2",18545.640625
1,25,39,"2","2","4","2","1","5","3",30846.77734375
1,46,35,"1","1","15","2","1","2","2",28648.19921875
1,18,38,"1","2","5","2","1","2","5",14524.21484375
2,34,15,"2","2","4","2","1","3","2",37983.9921875
2,28,30,"1","1","3","2","1","5","2",33091.6171875
1,31,40,"1","1","12","2","1","2","2",10882.0576171875
1,28,37,"2","1","11","2","1","2","2",21748.09765625
1,18,32,"1","3","4","2","1","3","5",6066.7075195313
1,26,50,"1","1","17","2","1","2","2",30230.48046875
2,34,40,"1","1","13","2","1","1","2",14116.9951171875
1,57,37,"1","3","8","2","2","4","2",18290.53515625
1,33,40,"1","2","3","2","1","4","2",40962.86328125
1,46,43,"3","2","16","2","1","4","2",24060.798828125
1,17,7,"3","1","3","6","1","4","2",29172.9765625
1,34,72,"2","3","5","2","1","4","7",35958.4375
1,21,39,"1","2","6","2","1","3","1",24347.88671875
1,33,40,"2","2","10","2","1","6","2",22849.333984375
2,51,33,"2","1","10","2","1","3","1",38359.28125
1,37,50,"2","2","2","2","3","5","2",51053.28515625
2,37,17,"2","1","8","2","1","5","2",31611.44140625
2,34,25,"1","2","13","2","1","3","2",22228.126953125
1,39,37,"1","2","3","2","1","2","2",21827.994140625
2,40,39,"1","2","4","2","1","2","2",14577.51953125
2,22,36,"1","1","6","2","1","2","2",15140.216796875
2,55,25,"1","2","12","2","1","3","1",25131.091796875
2,56,40,"2","10","16","2","1","3","2",29193.666015625
1,35,38,"2","2","2","2","1","4","4",19078.78515625
1,64,11,"1","2","6","2","1","1","1",3203.4599609375
2,19,39,"1","10","7","2","1","4","3",27189.87890625
1,52,37,"0","2","16","2","1","2","1",12841.986328125
1,18,20,"0","2","18","2","1","4","1",25157.5859375
1,35,47,"2","2","10","2","1","4","2",12596.56640625
1,33,40,"1","1","3","2","1","2","2",37933.953125
1,31,33,"0","2","15","2","3","3","3",8951.767578125
1,25,40,"1","1","2","2","1","3","2",45641.3359375
1,50,37,"1","1","9","2","1","3","2",34878.4296875
2,59,30,"2","2","10","2","1","2","1",53633.23828125
1,28,47,"1","10","6","2","1","6","2",25040.84765625
1,48,50,"2","1","3","2","1","3","2",49753.7890625
1,20,8,"2","2","2","6","2","6","2",37086.0625
1,31,39,"1","1","18","2","1","4","3",14927.591796875
2,30,40,"1","1","7","2","1","2","2",5738.7373046875
2,21,37,"2","1","3","2","1","3","2",16666.75
1,30,36,"2","3","8","2","1","3","2",19929.2734375
2,47,38,"1","3","16","2","1","1","1",10606.400390625
2,50,37,"0","1","1","2","1","3","2",29276
1,27,42,"0","2","16","2","1","2","2",17975.54296875
1,47,50,"1","2","13","2","1","3","2",45410.625
2,26,37,"1","1","16","2","1","2","2",29243.080078125
2,40,20,"1","1","18","2","1","5","2",16398.046875
1,42,35,"2","3","3","2","1","2","2",5800.90625
2,45,38,"2","1","17","2","1","3","2",20672.400390625
2,45,15,"1","2","6","2","1","4","2",23690.41015625
1,42,37,"1","1","15","2","1","4","2",34722.6796875
2,44,22,"1","1","4","2","1","5","2",25067.57421875
1,32,37,"2","1","17","2","1","4","6",14032.115234375
1,42,45,"0","2","12","2","1","2","7",21606.14453125
2,50,37,"3","1","3","2","1","3","2",4060.6281738281
1,37,40,"1","2","3","2","1","4","2",23358.25
2,32,35,"1","1","10","2","1","2","2",24740.216796875
1,27,40,"1","2","7","2","1","3","2",16755.228515625
1,29,50,"2","1","6","2","1","4","2",18012.912109375
2,62,25,"1","1","7","2","1","2","3",13119.92578125
2,29,38,"1","2","2","2","1","5","2",25454.67578125
1,22,39,"1","2","1","2","1","2","6",27940.267578125
2,24,37,"1","10","13","2","1","2","2",6673.7924804688
2,35,35,"2","3","18","2","1","2","2",53925.546875
2,19,37,"1","2","17","2","2","3","1",9599.580078125
2,26,37,"0","2","17","2","1","2","2",17564.19921875
1,20,40,"2","1","6","2","1","3","1",22776.126953125
2,31,37,"2","2","9","2","1","2","2",34786.12890625
2,19,35,"0","6","18","2","1","2","3",8750.787109375
1,39,50,"1","2","11","2","1","4","2",22578.93359375
2,40,37,"2","1","17","2","1","3","2",23569.1171875
2,17,8,"2","11","4","6","2","4","2",26403.265625
2,29,37,"1","2","9","2","3","3","2",25337.92578125
1,23,40,"1","1","5","2","1","4","3",14909.53515625
2,49,37,"0","3","6","2","1","1","2",9232.923828125
2,41,16,"1","2","11","2","1","4","2",34524.74609375
2,24,38,"2","2","2","2","1","3","2",24643.10546875
2,27,37,"1","2","14","2","1","2","2",26420.32421875
1,32,40,"2","2","1","2","1","3","2",30767.13671875
1,51,38,"0","2","4","2","1","2","4",17798.98828125
1,30,36,"1","2","9","2","1","2","2",18301.0859375
2,43,38,"1","1","4","2","1","2","3",14459.9111328125
2,37,35,"1","3","1","2","1","1","2",15726.00390625
2,30,35,"1","1","9","2","1","1","2",11535.892578125
1,49,38,"1","2","11","2","1","3","1",21562.478515625
1,24,39,"0","3","8","2","1","4","3",23681.9140625
2,53,39,"1","2","18","2","1","2","3",13629.3056640625
2,47,35,"0","1","18","2","1","1","2",11420
2,62,8,"1","3","3","2","2","1","1",8771.7451171875
2,38,38,"0","2","15","2","1","2","2",13914.466796875
2,40,21,"2","1","4","2","1","4","2",32037.734375
2,33,18,"2","3","10","2","1","4","2",16815.21875
1,62,37,"1","2","10","2","1","2","2",16071.1064453125
2,26,37,"1","1","3","2","1","2","2",28154.43359375
1,34,37,"1","1","11","2","1","3","2",21801.8671875
2,29,37,"2","1","11","2","1","2","2",27963.9921875
1,37,28,"1","2","1","2","1","3","3",12964.61328125
2,31,36,"0","2","2","2","1","3","2",24397.72265625
2,44,30,"1","2","10","2","1","2","2",13969.85546875
1,49,37,"2","1","11","2","1","4","2",49245.4609375
2,49,32,"1","2","17","2","1","3","2",21750.94921875
2,28,36,"1","2","1","2","1","2","3",38534.4765625
1,23,38,"1","2","15","2","3","4","1",38977.73046875
2,26,35,"1","2","18","2","1","2","2",20262.26953125
2,30,6,"0","3","18","2","1","3","3",7039.822265625
2,51,35,"2","2","4","2","1","4","2",61911.9453125
2,48,25,"2","2","7","2","1","4","2",31761.18359375
2,41,10,"2","1","3","2","1","4","2",33746.2578125
1,24,37,"2","3","3","2","1","2","2",18058.5546875
1,32,37,"1","2","6","2","1","4","2",17410.3828125
1,30,37,"0","2","14","2","1","2","3",15213.0126953125
2,37,6,"2","2","9","2","1","5","2",27825.763671875
1,51,40,"1","1","4","2","1","2","2",23149.16796875
2,45,35,"3","6","2","2","1","4","2",29631.123046875
2,44,19,"2","3","3","2","1","3","2",29486.791015625
1,71,40,"1","2","9","2","1","2","3",10848.8359375
1,52,39,"1","2","4","2","1","3","1",26941.7890625
2,27,36,"2","2","10","8","1","3","2",23688.494140625
1,21,34,"2","10","2","2","1","3","2",36195.51171875
2,36,32,"1","3","16","2","1","4","2",23180.1796875
2,53,38,"2","1","9","2","1","2","2",26225.54296875
2,38,40,"2","3","18","2","1","2","2",119060.3359375
1,40,50,"1","2","2","2","1","5","3",17691.15234375
1,37,35,"1","2","17","2","1","3","2",25658.001953125
1,24,37,"1","3","11","2","1","3","3",11931.49609375
2,44,32,"2","1","3","2","1","2","2",21068.859375
1,20,35,"3","1","5","2","1","4","2",53660.8203125
1,58,33,"1","1","15","2","1","3","2",31299.857421875
2,50,38,"2","1","3","2","1","3","2",33352.9609375
1,43,42,"2","1","3","2","1","6","2",34782.3203125
1,42,60,"2","1","3","2","1","5","2",27328.48828125
2,31,37,"1","2","15","2","1","1","2",15201.236328125
2,33,35,"0","2","1","2","1","3","3",16462.50390625
1,26,50,"1","1","18","2","1","3","2",22597.609375
1,39,50,"1","2","3","2","1","4","2",32021.609375
1,53,37,"3","3","2","2","1","3","1",28310.6328125
1,16,40,"2","2","11","2","3","3","2",28309.294921875
1,43,37,"1","2","3","2","1","6","2",17086.28125
1,32,38,"1","2","3","2","1","2","2",28595.837890625
1,34,39,"2","1","12","2","1","5","2",22433.51171875
2,55,18,"1","2","7","2","1","3","3",20335.85546875
2,22,20,"2","2","2","2","2","2","2",36688.41796875
1,24,37,"1","1","3","2","2","5","2",33091.6171875
1,74,7,"1","1","3","2","1","2","1",6545.78125
2,72,5,"0","2","16","2","1","1","1",3908.1062011719
2,55,16,"1","1","2","2","1","2","3",15011.6728515625
2,49,6,"2","1","16","2","1","2","2",26037.875
2,27,34,"2","1","2","2","1","2","2",14544.041015625
1,63,39,"0","3","8","2","1","1","3",7298.568359375
1,41,39,"1","2","9","2","1","3","2",27492.7734375
1,30,35,"1","3","8","2","1","2","2",17548.12890625
2,20,37,"1","1","8","2","1","2","6",14636.9345703125
2,31,37,"1","2","16","2","1","2","2",19762.345703125
2,31,37,"0","2","10","2","2","3","3",5751.35546875
2,16,10,"2","11","18","6","2","6","6",17794.064453125
1,37,35,"1","2","18","2","1","1","2",13957.2705078125
1,24,50,"1","1","3","2","1","3","2",22360.466796875
2,43,37,"2","2","9","2","1","3","2",37513.8671875
2,53,37,"0","3","4","2","1","2","3",13634.14453125
1,57,39,"0","2","18","2","1","3","7",10707.9521484375
1,31,40,"2","1","10","2","1","3","2",13638.412109375
2,31,25,"1","1","9","2","3","4","2",28419.33984375
2,58,36,"2","3","2","2","1","3","1",30465.986328125
2,52,20,"1","1","14","2","1","2","2",8630.2216796875
1,41,42,"2","1","16","2","1","2","2",18185.7734375
2,45,20,"1","2","15","2","1","3","2",7822.9189453125
2,25,19,"1","1","7","2","3","3","2",14498.35546875
1,50,40,"2","1","2","2","1","2","2",30683.09375
2,22,35,"1","2","13","2","2","4","2",28466.6328125
1,53,38,"1","1","4","2","1","2","1",15733.7509765625
1,18,37,"1","2","8","2","1","3","6",17443.771484375
2,55,37,"2","1","8","2","1","2","2",25114.421875
2,42,37,"2","1","3","2","1","4","2",49132.59765625
1,20,39,"1","10","3","2","1","4","-9",54723.91796875
2,53,37,"1","3","3","2","1","2","2",27217.26171875
2,19,9,"2","2","3","6","1","6","7",30991.552734375
1,28,35,"1","10","2","2","1","2","2",48225.19140625
1,44,39,"1","2","4","2","1","4","3",9647.794921875
2,26,37,"1","1","1","2","1","5","7",58513.66015625
1,62,38,"1","2","9","2","1","2","3",13549.0205078125
1,33,40,"1","2","11","2","1","4","4",14367.818359375
2,30,10,"0","2","8","2","2","6","2",12441.7919921875
1,18,12,"3","2","3","6","1","3","2",4060.6281738281
2,30,35,"2","1","17","2","1","2","2",20355.5859375
2,18,40,"1","10","7","2","1","3","2",26125.59765625
2,55,11,"2","1","14","2","3","3","1",23270.6796875
1,20,40,"1","3","4","2","1","6","2",31208.427734375
1,29,35,"2","1","11","2","1","2","2",33381.671875
2,18,10,"3","2","3","6","1","3","2",37331.30078125
1,36,30,"1","2","11","2","1","1","2",17745.076171875
1,35,37,"0","1","15","2","1","3","2",16065.087890625
1,60,37,"1","1","8","2","1","2","2",18510.55859375
1,40,38,"1","1","2","2","1","4","3",13448.318359375
2,40,25,"1","1","5","2","1","3","2",24918.357421875
2,56,90,"1","3","4","2","1","2","4",32728.5078125
1,21,40,"0","10","6","2","2","4","3",9405.904296875
2,50,55,"2","2","6","2","1","2","2",38916.9296875
2,43,28,"2","1","8","2","1","4","2",18210.6484375
1,45,60,"2","1","13","2","1","3","2",50253.6171875
2,40,39,"1","3","9","2","1","3","2",15909.5576171875
2,45,35,"2","2","9","2","3","4","1",22651.158203125
2,40,27,"1","2","6","2","1","4","2",27077.15234375
2,46,35,"3","1","3","2","1","4","2",56999.5390625
2,49,25,"1","2","4","2","1","3","1",26941.7890625
2,44,19,"3","1","11","2","1","4","2",25535.876953125
2,35,40,"1","1","12","2","1","1","2",14903.599609375
2,37,36,"0","10","1","2","1","3","3",13722.4501953125
1,59,48,"2","3","7","2","1","2","2",20950.60546875
2,17,35,"1","2","13","2","1","4","3",22704.18359375
1,23,42,"2","2","2","2","1","4","2",43266.765625
2,42,35,"2","10","16","2","1","4","2",31680.22265625
1,50,40,"1","1","7","2","1","2","2",11524.619140625
2,66,17,"0","1","4","2","1","1","1",5140.4790039063
2,26,28,"1","4","18","2","1","4","2",23716.1875
1,30,37,"0","10","1","2","1","1","5",16686.9296875
1,43,37,"1","1","17","2","1","5","2",23356.0234375
2,47,23,"1","2","15","2","1","3","1",12803.2705078125
2,34,39,"1","6","3","2","1","3","3",11020.9541015625
