"sex","aage","AJBHRS","ancars","avote","aregion","ajbstat","ajbterm","ahhsize","atenure","afihhyr"
2,19,9,"0","6","3","2","2","4","2",13468.32421875
1,52,39,"2","2","8","2","1","3","3",15192.0625
2,61,17,"0","2","9","2","1","1","3",3920.4182128906
2,41,16,"1","2","10","2","1","5","2",40159.2421875
2,30,12,"1","3","12","2","2","3","2",14147.5283203125
1,23,10,"2","2","3","2","1","3","3",16078.1982421875
1,34,40,"1","2","17","7","1","3","2",18413.3046875
2,30,35,"1","10","3","2","1","3","2",6840.5986328125
1,21,39,"1","1","3","2","1","3","3",8895.060546875
1,20,48,"0","1","7","2","1","2","3",6650.4624023438
2,46,22,"1","2","2","2","1","4","2",35853.08203125
1,25,60,"1","1","8","2","1","3","3",9740.8388671875
2,22,20,"0","10","6","2","2","4","3",9405.904296875
2,23,38,"1","10","7","2","2","3","2",16755.228515625
1,43,42,"1","1","3","2","1","4","2",24699.646484375
1,43,36,"3","2","9","2","1","4","2",34942.17578125
2,23,39,"1","2","8","2","1","3","3",16540.578125
1,50,40,"1","1","8","2","1","3","2",29752.455078125
1,29,72,"1","2","4","2","3","5","2",19835.748046875
1,18,40,"1","10","18","2","1","5","3",21259.87890625
1,20,35,"0","2","3","2","1","4","2",27014.8671875
1,38,37,"1","1","11","2","1","4","2",24412.78515625
2,22,40,"1","2","17","2","1","2","1",8805.3525390625
2,43,35,"2","1","3","2","1","1","2",21400.623046875
2,20,37,"1","2","7","2","1","6","1",34625
2,50,25,"1","2","4","2","1","1","1",11567.484375
2,51,38,"1","1","11","2","1","3","2",22370.16015625
2,57,40,"0","1","1","2","1","1","7",7200.0600585938
1,39,39,"1","2","6","2","1","4","2",12887.9404296875
2,56,39,"1","2","17","2","1","3","2",21690.822265625
2,23,37,"1","10","4","2","1","1","5",4288.3999023438
1,55,39,"3","2","1","2","1","3","1",43624.453125
2,42,41,"2","1","6","2","1","4","1",46773.796875
2,34,39,"1","2","17","2","1","2","1",13838.517578125
1,25,47,"3","10","9","2","1","4","8",22710.91796875
1,52,39,"1","2","6","2","1","3","2",17140.251953125
1,25,40,"1","6","3","2","1","2","2",21609.83203125
1,29,37,"1","1","6","2","1","2","2",23480.439453125
2,47,39,"0","3","3","2","1","4","2",14070.1943359375
1,29,38,"1","1","14","2","1","3","1",35352.1015625
2,33,37,"2","1","5","2","1","2","2",28569.51171875
1,20,37,"1","2","17","2","1","2","2",16061.4052734375
2,32,35,"2","6","3","2","1","2","2",24014.58984375
2,34,40,"1","1","6","2","1","4","2",60716.62890625
1,18,12,"3","1","3","2","2","7","2",22711.75390625
2,28,18,"2","10","11","2","1","3","2",13296.5390625
2,45,35,"1","4","18","2","1","4","2",16943.69140625
1,68,8,"2","1","13","2","3","2","2",26533.396484375
2,40,25,"2","3","3","2","1","5","2",24409.412109375
2,19,37,"2","1","6","2","1","3","2",26193.265625
1,49,37,"1","2","16","2","1","2","2",27319.919921875
2,50,36,"0","4","18","2","1","4","1",25157.5859375
2,28,14,"2","2","3","2","1","4","2",19270.46484375
1,36,38,"2","1","3","2","1","4","1",20587.638671875
1,15,8,"0","3","9","6","1","3","3",9069.6103515625
2,27,37,"2","10","16","2","1","3","2",11544.275390625
1,50,37,"2","3","7","2","1","2","2",27330.134765625
2,52,40,"2","10","7","2","1","3","2",31521.4140625
2,21,40,"1","10","11","2","1","1","6",4337.1040039063
1,42,39,"0","2","13","2","1","2","3",16002.1474609375
1,35,40,"1","2","11","2","1","4","2",16580.76171875
1,29,39,"1","2","18","2","1","3","2",17117.544921875
1,44,40,"3","1","3","2","1","3","2",99791.5
2,40,6,"0","3","3","2","1","3","2",2714.6489257813
1,16,41,"0","1","12","2","1","5","2",18856.322265625
1,62,48,"1","2","18","2","1","4","3",35762.0859375
2,54,15,"1","1","2","2","1","5","2",45813.984375
1,24,39,"3","2","2","2","1","7","2",57410.796875
1,26,40,"1","2","17","2","1","2","4",11632.0302734375
2,32,39,"2","1","6","2","1","2","2",24148
2,24,18,"1","6","13","2","1","2","2",11817.5302734375
2,47,36,"1","3","6","2","1","4","2",21934.494140625
2,19,39,"2","1","6","2","1","2","1",17948.181640625
1,50,40,"1","2","6","2","1","3","2",36938.9375
1,30,38,"1","1","3","2","1","1","2",20408.08203125
1,38,40,"2","3","18","2","1","4","2",29703.2734375
1,33,35,"2","3","4","2","1","3","2",20404.97265625
2,37,37,"2","1","3","2","1","2","2",39793.87109375
1,28,37,"1","2","1","2","1","2","2",33505
1,40,40,"1","5","17","2","1","1","2",5824
1,35,39,"0","2","8","2","1","5","2",34319.6875
2,42,39,"0","2","7","2","1","1","2",11370
2,45,37,"2","1","3","2","1","4","2",42454.68359375
1,27,42,"0","2","18","2","1","2","2",18452.27734375
1,54,38,"1","2","18","2","1","3","3",20776.384765625
1,36,44,"1","2","10","2","1","2","-9",25502.6171875
1,57,40,"1","2","9","2","1","2","1",15394.33984375
1,18,10,"1","1","4","6","1","3","7",7611.7998046875
2,61,24,"2","10","4","2","1","3","1",30210.158203125
1,42,30,"2","1","12","2","1","5","2",33164.875
1,48,37,"1","1","3","2","1","1","2",15666.466796875
1,39,70,"2","1","3","2","1","5","2",46053.56640625
1,62,39,"1","2","13","2","1","2","2",15617.98828125
2,41,40,"3","3","17","2","1","6","2",39735.6640625
1,62,40,"3","2","18","2","2","4","3",22180.07421875
2,26,12,"1","2","17","2","1","3","2",17665.279296875
2,33,30,"2","2","18","2","1","4","2",22018.515625
2,41,39,"0","6","8","2","1","3","3",23927.58984375
2,37,37,"1","1","18","2","1","1","2",14243.54296875
1,38,40,"3","1","18","2","1","5","4",17469.669921875
2,36,15,"0","10","18","2","1","4","3",16903.44921875
1,44,37,"2","2","7","2","1","3","1",29940.19921875
2,43,29,"0","2","2","2","1","1","3",5156
1,24,37,"2","1","5","2","1","2","2",22576.6484375
2,47,38,"1","2","8","2","1","3","2",23792.71484375
1,30,38,"0","5","17","2","1","4","3",15964.455078125
2,37,12,"1","1","12","2","1","3","2",18611.130859375
1,24,60,"2","1","2","2","1","2","2",26295.359375
2,28,40,"0","8","3","2","1","2","3",17833.81640625
2,19,37,"2","1","4","2","1","5","2",23754.240234375
2,29,35,"2","1","3","2","1","3","2",30421.919921875
2,40,12,"1","6","18","2","1","5","4",11047.6328125
2,32,15,"0","10","1","2","1","6","4",6860.4145507813
1,35,40,"1","10","5","2","1","4","3",9200.478515625
2,45,37,"2","3","17","2","1","2","1",36562.23828125
1,43,37,"3","1","16","2","1","5","2",195640.265625
2,40,37,"2","1","5","2","1","2","2",11558.58984375
2,37,16,"1","2","12","2","1","3","2",19448.05859375
2,27,41,"2","10","7","2","1","2","7",29082.294921875
1,23,37,"0","1","18","2","1","3","7",15173.1015625
2,34,40,"2","1","4","2","1","2","2",22667
2,20,13,"1","3","11","2","1","3","3",11931.49609375
1,38,35,"2","1","3","2","1","4","2",59786.74609375
1,26,43,"1","1","9","2","1","3","2",14485.5263671875
1,22,38,"1","7","8","2","1","4","2",18290.53515625
2,45,30,"2","1","3","2","1","4","2",27518.8125
1,36,38,"1","2","12","2","1","4","2",20201.322265625
1,16,40,"2","11","16","9","3","4","2",21977.4375
2,40,19,"2","2","13","2","1","4","2",22478.826171875
1,32,35,"0","1","11","2","1","1","2",24955.439453125
2,56,10,"0","3","18","2","3","1","3",4365.4057617188
2,38,39,"0","3","1","2","1","2","7",10160.4765625
2,30,39,"1","3","8","2","1","2","2",16597.015625
2,35,15,"2","10","18","2","1","5","2",24381.912109375
2,24,38,"1","1","1","2","1","5","7",58513.66015625
1,18,39,"2","1","8","2","1","4","2",16394.072265625
2,44,7,"3","1","2","2","1","5","1",3635.8134765625
1,49,5,"0","3","5","2","1","2","3",5907.4990234375
1,24,60,"0","1","3","2","1","2","2",30446.03125
2,35,37,"1","1","17","2","1","3","2",20194.791015625
1,40,39,"1","3","11","2","1","3","1",22035.32421875
1,35,37,"2","1","9","2","1","6","1",27924.50390625
1,41,37,"2","3","4","2","1","7","2",33142.16796875
1,55,37,"1","1","4","2","1","2","1",21288.171875
2,45,20,"1","1","8","2","1","4","2",18746.708984375
1,43,45,"2","3","11","2","1","2","2",20840.75
1,22,45,"0","2","7","2","2","2","3",10795.634765625
2,21,37,"0","1","3","2","1","2","3",16110.439453125
2,50,12,"1","1","8","2","2","3","1",24416.404296875
2,24,35,"3","2","2","2","1","3","2",37852.6875
2,34,32,"1","3","16","2","1","5","2",30958.23046875
2,30,10,"1","6","6","2","1","4","2",17410.3828125
2,28,12,"1","10","3","2","1","4","2",17429.3671875
2,33,37,"0","1","6","2","1","4","2",17177.49609375
1,21,39,"2","8","7","2","1","3","2",31521.4140625
1,32,38,"1","10","2","2","1","3","3",24032.8828125
2,55,35,"2","1","3","2","1","2","2",22977.322265625
1,31,35,"2","10","3","2","1","2","2",19570.140625
2,42,12,"2","1","3","2","1","4","2",32335.1953125
1,41,20,"2","1","3","2","1","4","2",19701.236328125
1,30,45,"1","1","7","2","1","1","2",17568.9296875
1,57,37,"2","2","1","2","1","3","2",53535.16015625
2,60,20,"1","3","2","2","1","1","1",20332.53515625
1,21,44,"0","2","4","2","1","7","3",24291.43359375
1,58,42,"1","1","4","2","1","2","1",14545.849609375
1,62,37,"0","2","11","2","1","2","1",11573.3017578125
2,51,16,"1","1","12","2","1","2","1",22240
2,23,35,"1","1","7","2","1","2","2",21262.35546875
2,42,37,"0","2","18","2","1","2","3",9062.8369140625
2,17,8,"2","1","3","6","2","5","2",32706.171875
2,35,19,"2","2","11","2","1","3","2",17853.755859375
1,32,35,"1","1","16","2","1","3","2",23399.060546875
1,26,42,"1","2","12","2","1","3","2",12958.91015625
1,38,78,"2","1","16","2","1","2","2",40132.11328125
1,37,39,"1","3","5","2","1","5","2",19608.109375
1,56,39,"2","1","3","2","1","2","1",46806.00390625
1,59,39,"1","1","7","2","1","2","1",16676.4453125
1,51,39,"1","1","2","2","1","2","2",10296.1884765625
2,58,39,"0","3","9","2","1","3","3",12396.6923828125
2,47,35,"2","2","3","2","1","2","3",24025.796875
1,22,39,"3","1","13","2","1","4","2",41898.203125
2,43,44,"0","1","5","2","1","1","6",6106.6533203125
2,17,33,"0","1","12","2","1","5","2",18856.322265625
1,37,47,"1","2","18","2","1","3","2",18649.76171875
1,59,39,"1","3","4","2","1","4","1",13329.39453125
1,37,35,"1","2","1","2","1","1","2",33618.4765625
1,27,52,"2","10","7","2","1","3","2",41858.94921875
2,31,15,"2","1","5","2","1","4","1",27650.3359375
2,25,30,"1","2","15","2","1","1","7",14853.041015625
2,33,35,"1","1","5","2","1","3","2",11573.7294921875
2,25,35,"0","2","12","2","1","3","3",19793.73828125
1,20,39,"3","10","14","2","1","4","2",36512.50390625
1,43,40,"2","1","12","2","1","5","2",29094.095703125
2,54,27,"1","10","4","2","1","2","6",9835.4599609375
1,33,38,"2","2","16","2","1","5","2",24946.3125
1,16,10,"3","11","4","6","2","4","2",37495.57421875
2,58,39,"1","1","18","2","1","4","1",53606.7578125
1,22,40,"1","10","17","2","1","4","2",30348.794921875
2,23,41,"1","2","7","2","1","4","3",15101.466796875
1,41,39,"2","2","16","2","1","5","2",20671.55859375
1,30,45,"0","2","8","2","1","1","2",15989.1416015625
1,22,41,"2","1","3","2","1","2","2",21157.75
2,34,37,"1","2","9","2","1","2","2",35445.453125
1,37,40,"1","1","7","2","1","4","2",14096.4384765625
2,28,20,"2","1","17","2","1","3","2",18393.619140625
1,44,42,"0","3","3","2","1","5","2",16758.3359375
2,18,30,"0","2","9","2","1","3","2",7605.33984375
1,25,35,"1","1","18","2","1","2","2",19124.03515625
1,26,42,"1","1","16","2","1","2","2",25710.6015625
1,35,97,"1","1","3","3","3","4","2",23763.8984375
2,18,35,"3","1","18","2","1","3","2",54023.5078125
1,32,40,"2","1","16","2","1","2","2",24921.51953125
2,29,37,"1","6","3","2","1","2","2",33178.69140625
1,17,7,"2","6","4","6","2","5","1",32417.923828125
2,37,30,"0","1","14","2","1","1","1",10320.3544921875
1,40,40,"2","1","3","2","1","3","2",27493.576171875
1,45,38,"2","1","8","2","1","4","2",33347.1484375
1,20,48,"1","2","8","2","1","4","2",26618.09375
2,24,40,"0","4","18","2","1","2","2",17212.69921875
2,46,37,"1","1","17","2","1","4","2",14444.771484375
2,30,38,"2","2","11","2","1","2","2",20944.9765625
2,42,39,"0","2","12","2","1","4","2",24999.908203125
1,55,37,"3","2","3","2","1","5","2",37026.50390625
2,27,37,"0","2","18","2","1","1","2",14042.8330078125
1,40,90,"1","1","18","2","1","4","5",11259.96875
2,30,33,"0","1","4","2","1","1","2",11106.951171875
1,31,38,"2","2","3","2","1","2","2",18759.283203125
1,15,8,"2","2","16","6","1","5","2",14272.66015625
2,52,21,"2","1","6","2","1","3","2",19634.015625
2,18,35,"0","2","11","2","1","2","2",6027.9838867188
2,30,15,"1","6","16","2","1","4","3",14764.91796875
2,53,15,"3","1","8","2","1","3","2",20763.205078125
2,33,25,"2","1","3","2","1","4","2",24655.599609375
2,25,37,"2","1","17","2","1","4","2",29579.984375
2,17,10,"1","11","10","2","2","3","1",16234.16015625
1,40,46,"2","1","18","2","1","5","2",12799.833984375
2,50,38,"2","8","7","2","2","4","6",36315.74609375
1,25,40,"1","2","11","9","3","2","2",14639.9921875
2,57,11,"2","1","3","2","3","3","2",46201.95703125
2,23,48,"1","1","1","2","2","3","2",12660.2294921875
1,55,32,"1","2","3","2","1","2","2",24743.140625
1,60,42,"1","2","13","2","1","1","6",7447.9204101563
2,33,27,"2","1","5","2","3","4","2",27011.990234375
2,23,38,"2","4","18","2","1","4","2",30923.00390625
1,22,35,"0","2","15","2","1","4","5",31089.552734375
2,58,20,"0","2","15","2","1","2","1",6272.6484375
1,37,40,"1","3","11","2","1","4","2",16182.4169921875
1,41,40,"3","1","3","2","1","4","2",88210.859375
2,50,37,"2","3","4","2","1","3","2",33321.85546875
1,16,8,"3","11","3","2","1","4","2",31276.646484375
1,49,60,"2","10","18","2","1","2","2",47718.9375
2,24,19,"1","1","3","2","1","4","2",9926
2,64,6,"1","1","3","2","1","2","5",12252.552734375
1,23,40,"0","2","3","2","1","5","2",30409.623046875
2,44,40,"1","2","1","2","1","5","2",53473.6171875
1,46,56,"1","2","13","2","1","3","2",20261.83984375
2,38,31,"1","10","12","2","1","2","2",15853.486328125
1,33,40,"3","2","3","2","1","2","2",33038.00390625
1,38,40,"0","2","14","2","1","1","3",8734.939453125
1,40,37,"2","2","4","2","3","4","2",26538.86328125
2,44,33,"1","4","18","2","1","1","2",18498.88671875
2,26,37,"0","2","7","2","1","2","2",20085.74609375
1,45,39,"0","2","18","2","1","5","3",18239.6640625
1,27,39,"1","1","7","2","3","3","3",7863.7724609375
2,17,20,"2","11","3","6","1","5","2",38477.78515625
1,50,40,"1","3","17","2","1","2","2",16667.76953125
2,22,40,"3","1","11","2","1","4","2",74926.21875
1,18,20,"2","2","15","2","2","4","2",21761.181640625
1,50,45,"2","1","4","2","1","2","2",19140.21484375
1,29,48,"2","2","3","2","1","4","2",21092.78125
1,49,37,"3","1","6","2","1","3","2",36620.640625
2,57,8,"3","2","3","2","2","3","2",27460.736328125
1,57,37,"1","3","4","2","1","2","2",20300
1,48,40,"2","1","13","2","1","4","2",42955.58203125
2,18,48,"0","4","18","2","1","2","3",9062.8369140625
2,24,35,"1","10","2","2","1","3","3",17745.564453125
2,38,42,"1","3","9","2","1","1","2",22094.689453125
1,47,39,"1","4","18","2","1","3","2",33717.6328125
1,33,10,"1","2","3","2","1","3","2",5212.23828125
1,44,38,"2","1","5","2","1","4","2",37761.21875
1,57,35,"1","1","16","2","2","2","1",7718.849609375
2,59,37,"0","2","17","2","1","2","6",18751.4296875
2,17,40,"2","1","2","2","1","4","2",52042.453125
1,46,40,"2","2","13","2","1","3","2",27459.767578125
2,26,37,"2","1","3","2","1","2","2",29209.00390625
2,57,30,"0","2","13","2","1","3","1",18397.2265625
1,39,37,"0","3","1","2","1","1","2",21658.119140625
2,49,20,"1","2","12","2","1","3","2",20211.19921875
2,50,21,"0","2","7","2","1","3","1",14664.85546875
2,39,15,"1","1","15","2","1","4","2",34722.6796875
2,38,47,"1","1","3","2","1","2","2",22317.62109375
1,41,37,"2","1","4","2","1","4","2",32037.734375
1,23,39,"2","4","3","2","1","2","7",18788.93359375
2,52,37,"1","3","11","2","1","2","2",12967.69921875
1,33,37,"1","2","6","2","1","6","7",23756.69140625
1,48,38,"2","2","3","2","1","2","2",33637.96875
1,59,40,"2","1","3","2","1","2","2",18629.98828125
2,40,37,"1","6","3","2","1","1","2",18843.130859375
1,33,40,"2","1","3","2","1","3","2",50237.94140625
2,22,35,"1","6","1","2","1","2","6",27940.267578125
2,44,35,"2","1","3","2","1","2","2",59810.0859375
2,16,10,"2","11","3","6","1","6","2",27446.529296875
1,44,30,"3","1","14","2","1","4","2",36512.50390625
1,53,40,"2","10","10","2","1","3","2",19672.80078125
1,41,43,"1","1","16","2","1","5","2",30958.23046875
2,59,36,"1","1","3","2","1","3","2",44459.3984375
2,20,35,"3","1","3","2","1","7","2",22711.75390625
2,30,42,"2","2","6","2","1","3","2",22340.86328125
2,26,36,"2","2","9","2","1","2","2",32572.79296875
1,36,55,"1","1","6","2","1","1","2",19807.8515625
1,30,39,"1","2","9","2","1","3","2",25337.92578125
1,47,39,"1","1","4","2","1","1","5",8681
1,30,42,"1","2","16","2","1","5","2",20195.853515625
2,40,20,"1","1","7","2","1","4","2",19097.15625
2,42,40,"1","2","18","2","1","4","3",24156.326171875
1,51,37,"1","3","17","2","1","2","2",34851.46875
1,17,6,"0","10","11","2","2","3","1",3934.1879882813
1,70,20,"1","1","7","2","1","2","1",7939.6225585938
1,48,50,"2","1","3","2","1","2","1",32904.48046875
2,62,10,"1","2","2","2","1","2","2",10483.2998046875
1,43,39,"1","1","6","2","1","3","2",25400.580078125
1,34,37,"1","2","18","2","1","1","2",17466.9296875
1,31,50,"1","1","17","2","1","5","2",20384.57421875
1,54,37,"1","2","3","2","2","2","1",9404.970703125
2,22,39,"3","1","6","2","1","2","1",7821.6166992188
1,60,39,"0","2","13","2","1","2","3",12385.212890625
1,47,40,"2","2","2","2","1","3","2",23786.54296875
2,61,20,"1","10","6","2","1","2","3",11463.986328125
1,41,40,"1","2","12","2","1","4","2",18794.6328125
1,24,40,"3","10","18","2","1","4","3",46297.5859375
1,49,35,"1","2","3","2","1","3","2",22812.927734375
1,50,39,"1","1","16","2","1","2","1",19792.1484375
1,29,44,"1","1","3","2","1","3","2",18404.064453125
1,64,38,"2","1","8","2","1","4","2",16394.072265625
1,44,35,"2","1","13","2","1","2","2",17565.79296875
2,52,36,"0","1","3","2","1","1","2",13624.4345703125
2,46,24,"3","3","6","2","1","3","2",5090.048828125
2,36,22,"1","2","2","2","1","5","3",17691.15234375
2,28,35,"2","2","2","2","1","2","7",26344.8359375
1,53,38,"0","1","3","2","1","2","3",9460.6201171875
1,29,60,"2","8","5","2","1","3","2",13439.03125
1,25,57,"2","3","4","2","1","5","2",33246.4453125
1,42,37,"2","2","3","2","1","4","2",18309.91015625
1,41,38,"1","2","3","2","1","5","2",19044.958984375
2,52,35,"2","6","7","2","1","2","2",20950.60546875
2,57,14,"2","1","16","2","1","3","1",18762.3671875
2,44,10,"2","1","11","2","2","4","2",42919.765625
2,31,37,"1","1","2","2","1","1","2",22929.28515625
2,71,3,"0","1","6","2","1","1","3",3769.759765625
1,25,37,"3","1","2","2","1","3","2",37852.6875
2,37,38,"1","3","15","2","1","4","2",22143.931640625
1,57,38,"1","4","18","2","1","4","3",29536.5078125
2,24,37,"2","2","3","2","1","2","3",24025.796875
2,42,42,"2","2","3","2","1","2","2",27534.697265625
2,23,40,"3","2","17","2","1","4","1",34227.32421875
1,22,38,"2","3","16","2","1","3","2",29193.666015625
1,38,37,"1","2","17","2","1","2","2",16178.298828125
2,39,37,"1","1","13","2","1","4","2",15240.859375
2,26,7,"1","2","3","2","1","6","3",13427.736328125
1,26,39,"2","1","2","2","1","2","2",24862.58984375
1,46,48,"3","1","3","2","1","2","1",14310.5703125
2,40,8,"1","1","2","2","1","6","2",8666.6259765625
2,33,78,"1","1","13","2","1","2","2",19307.94140625
2,23,37,"1","2","3","2","3","1","7",6240
1,56,40,"1","1","18","2","1","2","1",26855.001953125
1,35,37,"1","2","1","2","1","2","2",34559.84375
1,24,38,"1","1","18","2","1","2","2",25042.1171875
1,25,41,"1","2","7","2","1","2","2",15349.138671875
1,52,97,"2","3","5","2","1","5","2",37224.453125
1,39,35,"0","2","18","2","1","4","2",16903.021484375
2,59,16,"0","1","9","2","1","3","1",23267.017578125
2,29,39,"3","1","2","2","1","5","1",54278.890625
1,24,45,"2","2","2","2","1","3","1",30465.986328125
1,26,35,"1","2","18","2","1","2","2",26880.498046875
2,38,5,"2","1","11","2","1","5","2",15482.89453125
2,39,37,"1","2","15","2","1","4","2",7824.080078125
2,51,24,"1","3","4","2","1","2","2",28451.0859375
2,44,23,"2","2","7","2","1","3","1",29940.19921875
1,47,46,"2","2","18","2","1","2","5",15537.1142578125
1,31,35,"3","1","17","2","1","1","2",18076.357421875
2,30,6,"2","2","15","2","2","5","2",17276.251953125
1,19,39,"0","10","18","2","1","4","3",20942.439453125
2,42,28,"0","2","3","2","1","2","3",6579.5224609375
1,40,38,"2","1","2","2","1","1","2",24609.23828125
1,18,39,"3","2","12","2","1","5","1",42352.56640625
2,24,35,"1","1","3","2","1","2","2",18688.03125
2,18,10,"2","1","11","6","2","3","2",26276.462890625
2,33,39,"1","10","16","2","1","4","5",21807.58203125
2,53,24,"1","2","11","2","1","3","1",10162.279296875
1,40,60,"1","3","11","2","1","4","2",30455.11328125
2,26,37,"1","10","3","2","1","2","2",25668.642578125
1,56,40,"2","2","6","2","1","3","1",22776.126953125
2,29,33,"1","1","13","2","1","4","2",18734.12109375
2,34,42,"1","10","13","2","1","4","2",16879.05078125
1,20,37,"2","2","13","2","1","3","2",31844.6171875
1,47,39,"0","2","18","2","1","4","3",18816.861328125
2,33,42,"1","2","4","2","1","4","2",18146.609375
1,46,56,"1","2","9","2","1","4","6",33257.28125
2,47,38,"2","10","8","2","1","2","1",21564.69921875
2,17,40,"0","2","8","2","1","3","2",12620.3271484375
1,22,50,"0","1","3","2","1","2","3",16110.439453125
1,44,41,"0","2","17","2","1","4","3",10905.69140625
2,46,12,"0","2","3","2","1","4","3",20252.4296875
1,29,37,"1","1","4","2","1","3","2",25056.884765625
2,37,6,"1","1","2","2","1","4","2",16093.376953125
2,21,37,"2","3","4","2","1","3","1",35680.34375
2,17,5,"0","1","3","6","1","3","2",8625.876953125
1,24,38,"0","2","15","2","1","5","6",32136.04296875
2,54,39,"1","1","6","2","1","2","1",9396.2255859375
1,29,41,"1","10","1","2","1","2","3",23476.400390625
2,36,22,"1","3","13","2","1","2","2",16674.099609375
1,34,39,"2","2","3","2","1","3","1",19843.45703125
2,44,36,"1","2","18","2","1","4","2",27032.3125
2,26,13,"1","2","4","5","1","4","1",13329.39453125
1,36,37,"2","1","6","2","1","3","2",27016.634765625
2,38,38,"2","3","3","2","1","2","2",37431.0390625
2,16,7,"1","4","18","6","3","5","2",16398.046875
2,59,7,"1","1","9","2","2","2","1",19330.904296875
1,38,37,"2","2","17","2","1","4","2",26590.880859375
1,18,40,"2","1","2","6","3","3","2",55530.0390625
2,26,23,"2","3","2","2","1","2","2",20524.15625
1,54,38,"2","3","3","2","1","2","1",42116.875
1,19,40,"0","10","9","2","1","3","2",20681.9375
2,17,39,"0","2","18","2","3","4","3",20942.439453125
1,41,44,"1","2","15","2","1","2","2",20582.43359375
1,31,62,"1","1","18","2","3","4","2",40949.859375
1,24,37,"1","3","7","2","1","2","2",21262.35546875
1,50,37,"2","1","3","2","1","2","2",18870.1171875
2,23,39,"1","3","3","2","1","2","2",13901.537109375
2,27,33,"1","1","18","2","1","2","2",43866.390625
1,41,35,"1","2","6","2","1","6","2",21458.001953125
1,28,40,"1","3","8","2","1","3","2",15878.1376953125
2,46,35,"2","2","6","2","1","5","2",17520.34375
2,45,35,"1","10","9","2","1","3","3",18477.05078125
1,24,40,"3","1","14","2","1","4","1",13914.0224609375
1,49,39,"2","3","4","2","1","3","7",21225.765625
2,54,45,"1","2","14","2","1","2","1",18963.06640625
2,19,11,"2","1","3","2","2","3","2",29110.357421875
2,60,23,"0","1","6","2","1","1","2",5740.7275390625
2,41,16,"3","1","4","2","1","4","2",37495.57421875
1,24,40,"1","2","3","2","1","2","2",18714.9765625
1,53,55,"3","1","7","2","1","4","2",22452.564453125
2,49,30,"3","3","5","2","1","2","1",23652.240234375
2,16,3,"1","11","3","6","2","7","2",45999.703125
2,53,12,"2","1","3","2","2","1","2",7636.4653320313
2,31,37,"2","1","11","2","1","2","2",25228.916015625
2,66,15,"1","3","3","2","3","2","2",18564.873046875
2,38,15,"2","1","3","2","1","4","2",42991.37109375
1,49,37,"2","2","8","2","1","2","1",21564.69921875
2,42,30,"2","2","8","2","1","2","2",39100.828125
2,35,20,"2","2","10","2","1","4","2",29846.09765625
1,23,39,"1","10","4","2","2","4","3",6910.7431640625
1,20,15,"1","10","7","2","1","3","4",9230.77734375
2,35,35,"2","6","9","2","1","3","2",47885.09375
1,27,50,"1","2","3","2","1","2","2",20134.814453125
1,38,37,"1","2","17","2","1","1","2",15836.099609375
2,18,35,"3","1","4","2","1","3","2",23595.958984375
2,44,29,"3","1","9","2","1","3","2",30221.2734375
1,63,37,"1","2","3","2","2","1","1",17360
1,29,37,"2","1","3","2","1","2","2",31496.6484375
2,51,20,"1","2","15","2","1","4","1",38977.73046875
2,28,28,"1","2","1","2","3","3","2",36386.02734375
2,27,34,"1","10","8","2","1","3","2",14840.552734375
1,28,39,"1","1","3","2","1","3","2",14880.0341796875
2,18,35,"2","1","3","2","3","6","6",30274.5234375
2,55,35,"1","1","3","2","1","2","6",15016.7236328125
2,33,16,"2","2","9","2","1","4","2",25053.4453125
1,21,38,"1","1","3","2","1","4","7",17005.3125
2,21,36,"3","6","3","2","1","4","2",61094.30078125
1,28,39,"2","3","4","2","1","4","2",18145.77734375
2,46,20,"2","1","3","2","1","2","1",32904.48046875
2,59,30,"2","3","9","2","1","3","2",28382.171875
2,61,15,"3","2","1","2","1","3","5",22733.103515625
2,26,37,"1","1","18","2","1","3","2",22597.609375
1,19,42,"1","1","3","2","1","2","6",13942.904296875
2,31,16,"0","2","12","2","1","5","2",7760.06640625
1,25,40,"2","1","3","2","1","2","2",17311.28125
1,32,36,"1","2","14","2","1","4","2",17675.689453125
2,51,35,"1","3","3","2","1","3","2",20030.28515625
2,52,16,"2","3","3","2","1","2","2",21073.75
1,43,40,"1","2","3","2","1","3","2",15113.7587890625
1,43,40,"1","2","16","2","1","3","3",15472.7744140625
1,35,40,"1","1","16","2","1","4","2",23180.1796875
1,36,39,"0","8","9","2","1","4","3",12968.0087890625
2,46,12,"1","1","2","2","1","4","2",28143.4453125
1,19,10,"1","2","14","2","3","2","7",11031.259765625
2,47,16,"1","3","6","2","1","2","2",11269.2001953125
1,41,37,"1","2","14","2","1","4","2",19459.00390625
1,46,39,"2","4","18","2","1","2","1",18183.53125
2,27,25,"2","1","3","2","1","2","2",21341.384765625
1,59,40,"3","2","10","2","1","4","2",31476.583984375
1,54,39,"1","2","10","2","1","2","2",20943.794921875
2,54,37,"2","2","6","2","1","2","1",20276.919921875
1,24,40,"0","4","18","2","2","1","7",5801.4755859375
1,22,38,"3","10","3","2","1","1","7",10977.0244140625
1,32,37,"1","1","17","2","1","3","2",17624.453125
1,29,38,"1","2","17","2","1","4","2",12169.5302734375
2,37,37,"2","1","5","2","1","5","2",16878.84375
1,37,40,"2","2","16","2","1","3","2",34960.3984375
2,43,15,"2","1","3","2","1","4","2",21387.283203125
